company_mart.name,company_mart.deleted_week,company_mart.registration_week,company_mart.account_type
Mobiler Shop,,2023-01-30,Buyer
MODI INTERNATIONAL,,2023-01-30,Buyer
Molar Chemicals Kft,,2023-01-30,Buyer
Monad pharma,,2023-01-30,Buyer
MORDOR INTELLIGENCE PRIVATE LIMITED,,2023-01-30,Buyer
Mrmeowyimix LTD,,2023-01-30,Buyer
Mtx technology,,2023-01-30,Buyer
Multi - Commerce d.o.o.,,2023-01-30,Buyer
Mycorena AB,,2023-01-30,Buyer
Nano Gold,,2023-01-30,Buyer
Narla Engineering and imports ltd,,2023-01-30,Buyer
Naturare,,2023-01-30,Buyer
Naya LS,,2023-01-30,Buyer
NEW PHARMA SOLUTIONS SL,,2023-01-30,Buyer
Nexa Resources,,2023-01-30,Buyer
NIGDE PLASTIK A.Ş.,,2023-01-30,Buyer
Niharika product,,2023-01-30,Buyer
NISMARAL MRN SAS,,2023-01-30,Buyer
No,,2023-01-30,Buyer
Nobian Industrial Chemicals B.V.,,2023-01-30,Buyer
"Nohets Trading FZE, Dubai, UAE",,2023-01-30,Buyer
No Name,,2023-01-30,Buyer
none,,2023-01-30,Buyer
None,,2023-01-30,Buyer
no pressure solutions,,2023-01-30,Buyer
Nordic Consortium,,2023-01-30,Buyer
Norwegian Research Centre,,2023-01-30,Buyer
Nova era ambiental,,2023-01-30,Buyer
Novis GmbH,,2023-01-30,Buyer
Novoridge,,2023-01-30,Buyer
nutracid,,2023-01-30,Buyer
Ohmen&Zetter GmbH,,2023-01-30,Buyer
ONE PHARMA SA,,2023-01-30,Buyer
Orkli S.C.L.,,2023-01-30,Buyer
Otto Kittel,,2023-01-30,Buyer
Padmanabham Seeds,,2023-01-30,Buyer
Palagro bioscience,,2023-01-30,Buyer
Palma inversiones y restauracion,,2023-01-30,Buyer
Papillon - London Cosmetics for Men,,2023-01-30,Buyer
Parigi,,2023-01-30,Buyer
pauxime,,2023-01-30,Buyer
PELICOAT France,,2023-01-30,Buyer
Persönliche zustellung,,2023-01-30,Buyer
Pessoa fisica,,2023-01-30,Buyer
Petrol,,2023-01-30,Buyer
Pirtin Kehräämö Oy,,2023-01-30,Buyer
Planet Diapers,,2023-01-30,Buyer
Plasticfibre s.r.l.,,2023-01-30,Buyer
POLYSEAL,,2023-01-30,Buyer
Prairie Rubber Paving,,2023-01-30,Buyer
Private,,2023-01-30,Buyer
Produmix,,2023-01-30,Buyer
PSA Paris,,2023-01-30,Buyer
PT Merdeka Copper Gold,,2023-01-30,Buyer
Purilum LLC,,2023-01-30,Buyer
Quantum Dominika Dąbrowska,,2023-01-30,Buyer
Queen printing inks,,2023-01-30,Buyer
Rahimi Gallery,,2023-01-30,Buyer
Rapet 1,,2023-01-30,Buyer
Reckitt Benckiser Globald R&D GmbH,,2023-01-30,Buyer
Reynolds,,2023-01-30,Buyer
RICKY RUBBER INDUSTRIES,,2023-01-30,Buyer
Rock Tech Lithium,,2023-01-30,Buyer
Rudram International Pte Ltd,,2023-01-30,Buyer
Saba Immoinvest GmbH,,2023-01-30,Buyer
SADOT - Aga Brothers,,2023-01-30,Buyer
Sahra hediye,,2023-01-30,Buyer
S.AMIT SPECIALITY CHEMICALS PVT LTD,,2023-01-30,Buyer
Sampeim Sarl,,2023-01-30,Buyer
Sartomer,,2023-01-30,Buyer
Sas am associes,,2023-01-30,Buyer
SAV Liquid Production GmbH,,2023-01-30,Buyer
Savonnerie Aubergine,,2023-01-30,Buyer
SB Chemicals,,2023-01-30,Buyer
Secsecurity,,2023-01-30,Buyer
Selena FM S.A.,,2023-01-30,Buyer
SERVICIOS MINEROS,,2023-01-30,Buyer
Shivani Electricals,,2023-01-30,Buyer
Shree Ambika Minerals,,2023-01-30,Buyer
Sierra Atlanic,,2023-01-30,Buyer
skin by pi AS,,2023-01-30,Buyer
Skyfall Energy Sp. z o.o.,,2023-01-30,Buyer
SLB,,2023-01-30,Buyer
Smart Fluid,,2023-01-30,Buyer
Smg,,2023-01-30,Buyer
Solar Coating Solutions B.V.,,2023-01-30,Buyer
Solo Ltd,,2023-01-30,Buyer
"Solució Circular, S.L.",,2023-01-30,Buyer
Soprodal NV,,2023-01-30,Buyer
Sorangita,,2023-01-30,Buyer
Sorb India,,2023-01-30,Buyer
Spoiler Burger,,2023-01-30,Buyer
Sporternährung,,2023-01-30,Buyer
SR Industries,,2023-01-30,Buyer
STANDART QUALITY ASSESSMENT,,2023-01-30,Buyer
starsgermany,,2023-01-30,Buyer
STATHIS GRILLAS,,2023-01-30,Buyer
StefanCorp,,2023-01-30,Buyer
Studio Tecnico Chimico Dr. Michele Liguori,,2023-01-30,Buyer
Sunamp Ltd,,2023-01-30,Buyer
sunta impex limited,,2023-01-30,Buyer
Taha,,2023-01-30,Buyer
tauraus,,2023-01-30,Buyer
Technical University of Denmark,,2023-01-30,Buyer
Tech Vina,,2023-01-30,Buyer
Tecnun - Universidad de Navarra,,2023-01-30,Buyer
Test,,2023-01-30,Buyer
test company,,2023-01-30,Buyer
THWS Würzburg,,2023-01-30,Buyer
TIGER Coatings GmbH,,2023-01-30,Buyer
TImoFee,,2023-01-30,Buyer
Timsaph SA,,2023-01-30,Buyer
Tiny Watercolor Art,,2023-01-30,Buyer
"Topiox Research center private limited , Navi Mumbai",,2023-01-30,Buyer
Tran Gia Chemical Company,,2023-01-30,Buyer
TriOptoTec Gmbh,,2023-01-30,Buyer
Tulip Amsterdam B.V.,,2023-01-30,Buyer
TÜRKİYE SİLAH,,2023-01-30,Buyer
Tutoring Enterpises Academy,,2023-01-30,Buyer
UHT,,2023-01-30,Buyer
Ultimate Xplorers,,2023-01-30,Buyer
UMET,,2023-01-30,Buyer
Unicorn Chemistry,,2023-01-30,Buyer
Uni- Delta group,,2023-01-30,Buyer
Union BR,,2023-01-30,Buyer
"UNIVERSITÀ DEGLI STUDI DEL SANNIO, Dipartimento di Scienze e Tecnologie (DST)",,2023-01-30,Buyer
University of Cagliari,,2023-01-30,Buyer
University of Florence,,2023-01-30,Buyer
University of Limerick,,2023-01-30,Buyer
University of Sassari,,2023-01-30,Buyer
Unknown,,2023-01-30,Buyer
"USS Chemicals Co., Ltd",,2023-01-30,Buyer
Vana Health UK Ltd.,,2023-01-30,Buyer
VEGGIE CHAIN SRL,,2023-01-30,Buyer
vigor me fzc,,2023-01-30,Buyer
VIJAYCREATIONS,,2023-01-30,Buyer
Vijver Totaal Limburg BV,,2023-01-30,Buyer
VIPLUS PHARMACEUTICALS PVT LTD,,2023-01-30,Buyer
vitamin eczanesi,,2023-01-30,Buyer
Wellpath medikal,,2023-01-30,Buyer
Werner und Mertz GmbH,,2023-01-30,Buyer
W & H Brands Ltd.,,2023-01-30,Buyer
Wibax AB,,2023-01-30,Buyer
Wictor chemicals India pvt. Ltd.,,2023-01-30,Buyer
worldbusiness.pt,,2023-01-30,Buyer
Yash Enterprises,,2023-01-30,Buyer
Ya Tra Pra,,2023-01-30,Buyer
Yorondo,,2023-01-30,Buyer
Your Own Glow,,2023-01-30,Buyer
Zemya1998 ltd,,2023-01-30,Buyer
zheina 3,,2023-01-30,Buyer
zw special-fx GmbH,,2023-01-30,Buyer
deleted_Aquapak Polymers Ltd,2023-01-30,2023-01-30,Buyer
deleted_BIOTRADE BULGARIA OOD,2023-01-30,2023-01-30,Buyer
deleted_Briar Chemicals Limited,2023-01-30,2023-01-30,Buyer
deleted_Canon production Printing,2023-01-30,2023-01-30,Buyer
deleted_Foodcom S.A.,2023-01-30,2023-01-30,Buyer
deleted_HSLU,2023-01-30,2023-01-30,Buyer
deleted_Inter-Harz GmbH,2023-01-30,2023-01-30,Buyer
"deleted_JSC ""Baltic Nano Technologies""",2023-01-30,2023-01-30,Buyer
deleted_Neocons Plus Kft,2023-01-30,2023-01-30,Buyer
deleted_PLUS Sp. z o.o. (LLC),2023-01-30,2023-01-30,Buyer
deleted_Rudolf Hensel GmbH,2023-01-30,2023-01-30,Buyer
deleted_Woca Denmark A/S,2023-01-30,2023-01-30,Buyer
deleted_Bolton Adhesives,2023-02-06,2023-01-30,Buyer
Tubos y  Metales SAS,,2023-02-06,Buyer
Turkey,,2023-02-06,Buyer
UBE CORPORATION EUROPE,,2023-02-06,Buyer
Umiya Enterprise,,2023-02-06,Buyer
Un hot dog à Paris,,2023-02-06,Buyer
Università degli Studi di Milano,,2023-02-06,Buyer
University of Antioquia,,2023-02-06,Buyer
university of huddersfield,,2023-02-06,Buyer
Uwu,,2023-02-06,Buyer
UzayGroup,,2023-02-06,Buyer
Vacsel,,2023-02-06,Buyer
Valhalla biotechnology,,2023-02-06,Buyer
Veolia,,2023-02-06,Buyer
Vetri Agro Agencies,,2023-02-06,Buyer
Vetsintez LLC,,2023-02-06,Buyer
Via Services Ltd,,2023-02-06,Buyer
Zacarinvest SL,,2023-02-06,Buyer
Yo,,2023-02-06,Buyer
YASA,,2023-02-06,Buyer
WVU,,2023-02-06,Buyer
VITASAIN SARL,,2023-02-06,Buyer
VITAFOR,,2023-02-06,Buyer
"Vitafit Invest Co., Ltd",,2023-02-06,Buyer
Viroc Portugal,,2023-02-06,Buyer
Weinlabor,,2023-02-06,Buyer
WashTec Cleaning Technology GmbH,,2023-02-06,Buyer
deleted_Treatment 4 Water Ltd,2023-02-06,2023-02-06,Buyer
Virgil carpenters,,2023-02-06,Buyer
deleted_Vepochemie AG,2023-02-06,2023-02-06,Buyer
deleted_Wachsfabrik GmbH,2023-02-06,2023-02-06,Buyer
deleted_bb med. product GmbH,2023-02-13,2023-02-06,Buyer
deleted_foodcom S.A.,2023-02-13,2023-02-06,Buyer
Wasel Al Madina LLC,,2023-02-06,Buyer
WARCA RULLI,,2023-02-06,Buyer
Wachtmann Kft,,2023-02-06,Buyer
w,,2023-02-06,Buyer
ZECH Water Technology GmbH,,2023-02-06,Buyer
VWR International part of Avantor,,2023-02-06,Buyer
virchow biotech pvt Ltd,,2023-02-06,Buyer
vlixflower,,2023-02-06,Buyer
deleted_AREA06 DERMOLAB,2023-02-06,2023-02-06,Buyer
deleted_Chematek,2023-02-06,2023-02-06,Buyer
deleted_ELECTROLUBE,2023-02-06,2023-02-06,Buyer
deleted_Henkel,2023-02-06,2023-02-06,Buyer
deleted_Lignovations GmbH,2023-02-06,2023-02-06,Buyer
deleted_Proviron functional chemicals,2023-02-06,2023-02-06,Buyer
deleted_RECYL SAS,2023-02-06,2023-02-06,Buyer
deleted_SEBCHEM MIDDLE EAST FZE,2023-02-06,2023-02-06,Buyer
--,,2023-02-06,Buyer
3 eksen,,2023-02-06,Buyer
3rd Eye Oilfield Supply & Services LLP,,2023-02-06,Buyer
773393,,2023-02-06,Buyer
A&A International,,2023-02-06,Buyer
Aalto University,,2023-02-06,Buyer
ABC,,2023-02-06,Buyer
Abdul Rahman Ahmed Yaziji Foundation,,2023-02-06,Buyer
Ab Nanol Technologies Oy,,2023-02-06,Buyer
AB Quantum AS,,2023-02-06,Buyer
Acaria Invest Ltd,,2023-02-06,Buyer
achram hi one,,2023-02-06,Buyer
ADMIRALS TRADING,,2023-02-06,Buyer
Advanced Fuel Systems Ltd,,2023-02-06,Buyer
Advent Technologies SA,,2023-02-06,Buyer
AgriAI,,2023-02-06,Buyer
AiS GmbH,,2023-02-06,Buyer
Akzonobel,,2023-02-06,Buyer
ALBEDO GRUP srl,,2023-02-06,Buyer
"ALBIO FERM, S.L.",,2023-02-06,Buyer
albrag,,2023-02-06,Buyer
Alfreco events,,2023-02-06,Buyer
Al Ghazal International Energy LLC,,2023-02-06,Buyer
AlixPartners,,2023-02-06,Buyer
Amesvapo,,2023-02-06,Buyer
Amplifix,,2023-02-06,Buyer
Ancient,,2023-02-06,Buyer
Andrada Group,,2023-02-06,Buyer
Annexy Chemo Pharma Industries,,2023-02-06,Buyer
ANTONIO SUAREZ,,2023-02-06,Buyer
Aparroz,,2023-02-06,Buyer
"applied specialties, Inc",,2023-02-06,Buyer
Asp,,2023-02-06,Buyer
Aspconsulting,,2023-02-06,Buyer
ASR PETROQUÍMICA,,2023-02-06,Buyer
Avanti65 B.V.,,2023-02-06,Buyer
Baile an tSaoir,,2023-02-06,Buyer
Bairnsdale timbers,,2023-02-06,Buyer
Beltakor,,2023-02-06,Buyer
BES,,2023-02-06,Buyer
Beta healthcare international limited kenya,,2023-02-06,Buyer
bhu,,2023-02-06,Buyer
BIM,,2023-02-06,Buyer
Bioindustria,,2023-02-06,Buyer
Bio Infinity,,2023-02-06,Buyer
Biotic Bakelite,,2023-02-06,Buyer
Biovera Europe BV,,2023-02-06,Buyer
Boson String Ventures,,2023-02-06,Buyer
Bridge to business,,2023-02-06,Buyer
Brineworks Ehf.,,2023-02-06,Buyer
Broxigar srl,,2023-02-06,Buyer
BRUNOX AG,,2023-02-06,Buyer
bsb,,2023-02-06,Buyer
BULK,,2023-02-06,Buyer
CanTrust Invest Consult LLP,,2023-02-06,Buyer
Capsule Minimal,,2023-02-06,Buyer
Carlisle Construction Materials B.V.,,2023-02-06,Buyer
Carole HOUPHOUET,,2023-02-06,Buyer
CAURUM SRL,,2023-02-06,Buyer
Cells,,2023-02-06,Buyer
CFHO Ltd,,2023-02-06,Buyer
CHEMCO INC,,2023-02-06,Buyer
Chemical,,2023-02-06,Buyer
CHEMPLAST PRO.,,2023-02-06,Buyer
chemtech speciality,,2023-02-06,Buyer
CI.ELLE.srls,,2023-02-06,Buyer
CirChem AB,,2023-02-06,Buyer
CleanBee Ltd.,,2023-02-06,Buyer
COMSAN,,2023-02-06,Buyer
CONSTRUCTION AND FOUNDREIES CHEMICALS INDUSTRIAL CO,,2023-02-06,Buyer
contech specialist building products,,2023-02-06,Buyer
Cortex Chemicals,,2023-02-06,Buyer
"COSLAB LABORATORIOS, LDA",,2023-02-06,Buyer
CRAFTSMEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,2023-02-06,Buyer
Crystal Graphite,,2023-02-06,Buyer
Daniel Obdržálek - Velba.cz,,2023-02-06,Buyer
Daria Czapla,,2023-02-06,Buyer
dasdasd,,2023-02-06,Buyer
Dasfol di Sfolcini Daniele,,2023-02-06,Buyer
Dbx international unipessoal  lda,,2023-02-06,Buyer
Denison Painting & Restoration LLC,,2023-02-06,Buyer
Dent Doctors,,2023-02-06,Buyer
Denteck B.V.,,2023-02-06,Buyer
de Vries Horeca,,2023-02-06,Buyer
Dfb surface preparation,,2023-02-06,Buyer
Difot Supply,,2023-02-06,Buyer
Diogo Pereira,,2023-02-06,Buyer
Dormeco Ltd,,2023-02-06,Buyer
Doskar e.U.,,2023-02-06,Buyer
Dr. Schneider,,2023-02-06,Buyer
East African commodities hub,,2023-02-06,Buyer
ecom,,2023-02-06,Buyer
Ecopol Tech SL,,2023-02-06,Buyer
Eker Dairy,,2023-02-06,Buyer
El Badr for investment &development,,2023-02-06,Buyer
Elham MultiPlast LLP,,2023-02-06,Buyer
Emerald,,2023-02-06,Buyer
Ergane Oy,,2023-02-06,Buyer
Erma First ESK Engineering Solutions S.A.,,2023-02-06,Buyer
Estee Lauder,,2023-02-06,Buyer
eurzon.com,,2023-02-06,Buyer
EWKS Wassertechnik GmbH,,2023-02-06,Buyer
excimed,,2023-02-06,Buyer
expedition-agro,,2023-02-06,Buyer
Extendtrade OÜ,,2023-02-06,Buyer
Faculty of dentistry,,2023-02-06,Buyer
FAL,,2023-02-06,Buyer
Fares,,2023-02-06,Buyer
faster,,2023-02-06,Buyer
Ferns Cosmetics Limited,,2023-02-06,Buyer
FINO-FOOD KFT.,,2023-02-06,Buyer
FISCHEM,,2023-02-06,Buyer
Frankenförder Forschungsgesellschaft mbH,,2023-02-06,Buyer
FREHM-MED e.U.,,2023-02-06,Buyer
fuad engineering,,2023-02-06,Buyer
Gamma-Vet Ltd,,2023-02-06,Buyer
GelatoPack,,2023-02-06,Buyer
GEP,,2023-02-06,Buyer
Ghantous Chemicals Company,,2023-02-06,Buyer
Gia Jackson,,2023-02-06,Buyer
Giga Hellas Ltd,,2023-02-06,Buyer
Global9,,2023-02-06,Buyer
GLOPUR YAPI KİMYA SAN. VE TİC. LTD. ŞTİ.,,2023-02-06,Buyer
Goinvestmentadvisor,,2023-02-06,Buyer
Gomelhimtorg,,2023-02-06,Buyer
Greendur Technologies,,2023-02-06,Buyer
GREEN UNIVERSE AGRICULTURE,,2023-02-06,Buyer
GRUPO DE COMPAÑÍAS SGU,,2023-02-06,Buyer
Gulf,,2023-02-06,Buyer
Habeebee Srl,,2023-02-06,Buyer
Happy Puppy Pvt Ltd,,2023-02-06,Buyer
Hasta Glaces Sàrl,,2023-02-06,Buyer
Hauert Manna Düngerwerke GmbH,,2023-02-06,Buyer
healthy bars sweden,,2023-02-06,Buyer
Heidelberg University,,2023-02-06,Buyer
Herzogtrading,,2023-02-06,Buyer
Hetero Healthcare Ltd.,,2023-02-06,Buyer
Hexis Lab Limited,,2023-02-06,Buyer
Hifa Oil doo,,2023-02-06,Buyer
Hotel Sport Alpenrose,,2023-02-06,Buyer
HP PROJECT,,2023-02-06,Buyer
Hughes Power System AB,,2023-02-06,Buyer
Hynamics,,2023-02-06,Buyer
Ibestph,,2023-02-06,Buyer
Ibtissam,,2023-02-06,Buyer
IFAM,,2023-02-06,Buyer
Ilma Bt.,,2023-02-06,Buyer
Impa Car Srl,,2023-02-06,Buyer
Indocool,,2023-02-06,Buyer
"Industrias Gori, S.A. de C.V.",,2023-02-06,Buyer
Infinite Jean Design,,2023-02-06,Buyer
InfiniteX,,2023-02-06,Buyer
Innbiotec Pharma Srl,,2023-02-06,Buyer
IQ Dental,,2023-02-06,Buyer
Iqra bangle suppliers,,2023-02-06,Buyer
IRFAQ SAS,,2023-02-06,Buyer
Ironclad Investments,,2023-02-06,Buyer
IUC,,2023-02-06,Buyer
IVB INDUSTRIEVERTRETUNGEN GMBH,,2023-02-06,Buyer
IZSLER,,2023-02-06,Buyer
James Durrans and Sons Ltd,,2023-02-06,Buyer
Jewellers,,2023-02-06,Buyer
J K Gypsum (P) Ltd.,,2023-02-06,Buyer
J.Murphy & sons,,2023-02-06,Buyer
Joomio,,2023-02-06,Buyer
Jordatek,,2023-02-06,Buyer
Jovana Milutinovic pr PROMONTIS,,2023-02-06,Buyer
Karuna,,2023-02-06,Buyer
"kcd Kunststoffe, Additive GmbH",,2023-02-06,Buyer
K.D. Feddersen Ueberseegesellschaft mbH,,2023-02-06,Buyer
Khan kaynat,,2023-02-06,Buyer
KleverPlast,,2023-02-06,Buyer
Kokobliss,,2023-02-06,Buyer
KTM,,2023-02-06,Buyer
La main d edna (Julie Flandroy),,2023-02-06,Buyer
Lam Research AG,,2023-02-06,Buyer
"Land of Nature, S.L.",,2023-02-06,Buyer
Landomondo ApS,,2023-02-06,Buyer
Latern Innovative Engineering Private Limited,,2023-02-06,Buyer
"LGR, SOCIEDADE UNIPESSOAL, LDA",,2023-02-06,Buyer
Lilt Liav,,2023-02-06,Buyer
LIMB INSAAT VE AGAÇ ÜRÜNLERI SANAYI TICARET LIMITED SIRKETI,,2023-02-06,Buyer
Lite Magnesium Products s.r.o.,,2023-02-06,Buyer
llc BioChemPribor,,2023-02-06,Buyer
LLC CMA AGROGROUP,,2023-02-06,Buyer
lmw,,2023-02-06,Buyer
LT-Nutrition,,2023-02-06,Buyer
LUBRIGROUP,,2023-02-06,Buyer
lulita,,2023-02-06,Buyer
Lumière de l'ame,,2023-02-06,Buyer
Mag Estética Indústria e Comércio Ltda - ME,,2023-02-06,Buyer
Maks Organic Chemicals,,2023-02-06,Buyer
Marinex-MGT Ltd.,,2023-02-06,Buyer
M-Art,,2023-02-06,Buyer
Material Evolution,,2023-02-06,Buyer
MB Imedus,,2023-02-06,Buyer
MECON FZ LE,,2023-02-06,Buyer
Medaquil Limited,,2023-02-06,Buyer
Michelle McMichael sole trader,,2023-02-06,Buyer
Microsoft Deutschland GmbH,,2023-02-06,Buyer
Minex Mining Corp.,,2023-02-06,Buyer
mse Pharmazeutika GmbH,,2023-02-06,Buyer
Muy Biela,,2023-02-06,Buyer
new life pharmaceutical,,2023-02-06,Buyer
NHP Manufacturing,,2023-02-06,Buyer
Nibu Naturals Ltd,,2023-02-06,Buyer
Niyam industries,,2023-02-06,Buyer
NLS MIX TECHNOLOGY,,2023-02-06,Buyer
nobis salvatore,,2023-02-06,Buyer
Nobordi,,2023-02-06,Buyer
Nordic Building and Paint Labs AB,,2023-02-06,Buyer
Norseman,,2023-02-06,Buyer
Novihum Technologies GmbH,,2023-02-06,Buyer
NuBijles,,2023-02-06,Buyer
Nyalkaran overseas,,2023-02-06,Buyer
Of,,2023-02-06,Buyer
okeanwood,,2023-02-06,Buyer
om k s k,,2023-02-06,Buyer
ONLY FRAGRANCES,,2023-02-06,Buyer
Osmaline,,2023-02-06,Buyer
Palada,,2023-02-06,Buyer
Parachem CPS,,2023-02-06,Buyer
PARINGAUX,,2023-02-06,Buyer
"particulier , non pro , no inscription registre de commerce",,2023-02-06,Buyer
Patil Agrochemicals Pvt Ltd,,2023-02-06,Buyer
Patiseria Rady Voda,,2023-02-06,Buyer
Pharmacy,,2023-02-06,Buyer
PharmNXT Biotech,,2023-02-06,Buyer
"PHI 4 TECHNOLOGY, S.L.",,2023-02-06,Buyer
Pichl,,2023-02-06,Buyer
Pierre Fabre,,2023-02-06,Buyer
PIROUX INDUSTRIE,,2023-02-06,Buyer
Planet Diapers,,2023-02-06,Buyer
Polivektris Nordic,,2023-02-06,Buyer
Pooja Corporation,,2023-02-06,Buyer
po societe de conseil,,2023-02-06,Buyer
PP-Slush,,2023-02-06,Buyer
practical compounds ltd,,2023-02-06,Buyer
Private Arbeitsvermittlung Krohn,,2023-02-06,Buyer
Pro-active Pest Management Services Ltd,,2023-02-06,Buyer
progetto agricolo sas,,2023-02-06,Buyer
Prom Beauty,,2023-02-06,Buyer
Provet,,2023-02-06,Buyer
Prudential Ampri Cleanroom Services,,2023-02-06,Buyer
PT DIC Graphics,,2023-02-06,Buyer
PT. Seven Mountain International,,2023-02-06,Buyer
PULCRA-LACHITER SRL,,2023-02-06,Buyer
PW Greenhalgh Finishing,,2023-02-06,Buyer
QUARON SAS,,2023-02-06,Buyer
Quazy Foods GmbH,,2023-02-06,Buyer
QuimCos,,2023-02-06,Buyer
Rainfed Foods,,2023-02-06,Buyer
Rajpoot trading,,2023-02-06,Buyer
RavRade Ltd.,,2023-02-06,Buyer
Recykling AB,,2023-02-06,Buyer
Redox shimi,,2023-02-06,Buyer
Renowacja Zabytkow Mikolajczyk,,2023-02-06,Buyer
Retainagroup Limited,,2023-02-06,Buyer
Riki,,2023-02-06,Buyer
"Rikor - Tintas e Vernizes, Lda",,2023-02-06,Buyer
RINTEX GmbH,,2023-02-06,Buyer
Rinyou beauty,,2023-02-06,Buyer
rio Ballfabrik e.K.,,2023-02-06,Buyer
RM,,2023-02-06,Buyer
Roefix EOOD,,2023-02-06,Buyer
Royal international group,,2023-02-06,Buyer
R V T ENTERPRISES,,2023-02-06,Buyer
SABBAN,,2023-02-06,Buyer
SABIC,,2023-02-06,Buyer
Sabores da Gardunha,,2023-02-06,Buyer
Sarlux,,2023-02-06,Buyer
Saxon,,2023-02-06,Buyer
sayah ltd,,2023-02-06,Buyer
SBS GROUP,,2023-02-06,Buyer
SC BAIPAS SRL,,2023-02-06,Buyer
SCD Dr. Sommerlade Chemistry Design GmbH,,2023-02-06,Buyer
Sc PANEM ARTISAN SRL,,2023-02-06,Buyer
Sea Trade IC,,2023-02-06,Buyer
Sefarma Sağlık Ürünleri Sanayi ve Ticaret Limited Şirketi,,2023-02-06,Buyer
Select,,2023-02-06,Buyer
Sentiny,,2023-02-06,Buyer
Seqens,,2023-02-06,Buyer
Setara snc,,2023-02-06,Buyer
sethi impex,,2023-02-06,Buyer
sfi service für industrie e.K.,,2023-02-06,Buyer
Shekhawat International,,2023-02-06,Buyer
SH Engineering & Construction Sdn Bhd,,2023-02-06,Buyer
shenyang Epoxy resin sales company,,2023-02-06,Buyer
Shri Balaji General Store,,2023-02-06,Buyer
Sicha,,2023-02-06,Buyer
Siddhanath life sciences Pvt Ltd,,2023-02-06,Buyer
Sighwur Ltd,,2023-02-06,Buyer
Simpsons Beverages,,2023-02-06,Buyer
siyomicro,,2023-02-06,Buyer
SOLUTIONS HYDROGENE,,2023-02-06,Buyer
SOPPY PET,,2023-02-06,Buyer
Spiroplastic S.A.,,2023-02-06,Buyer
Srg plastic,,2023-02-06,Buyer
Stiefler Gartenbau,,2023-02-06,Buyer
Stringpickr,,2023-02-06,Buyer
Student,,2023-02-06,Buyer
Sualan Andina SAS,,2023-02-06,Buyer
SVIREX Sàrl,,2023-02-06,Buyer
Symchemtrade Ltd.,,2023-02-06,Buyer
Taamin Salamat Amin,,2023-02-06,Buyer
Taco Events,,2023-02-06,Buyer
Tayto Crisps,,2023-02-06,Buyer
"Thai Marine Protection Co., Ltd.",,2023-02-06,Buyer
Thinh  Phong Import & Export Trading Products Co Ltd.,,2023-02-06,Buyer
"TIBA for Trading, Agencies, and Agriculture Development",,2023-02-06,Buyer
T-Mex Dış Tic. A.Ş.,,2023-02-06,Buyer
Tmi Ala-Kleemola,,2023-02-06,Buyer
Tori bv,,2023-02-06,Buyer
Efsb Lda,,2023-02-13,Buyer
"deleted_PANIKER, S.L.",2023-02-27,2023-02-13,Buyer
deleted_HSH Chemie-Serbia,2023-02-20,2023-02-13,Buyer
deleted_UAB MEDICINOS LINIJA,2023-02-13,2023-02-13,Buyer
deleted_THOR ESPECIALIDADES S.A.,2023-02-13,2023-02-13,Buyer
deleted_Specialist Pharmacy,2023-02-13,2023-02-13,Buyer
deleted_Rząska Poland,2023-02-13,2023-02-13,Buyer
deleted_Resino Trykfarver,2023-02-13,2023-02-13,Buyer
deleted_RADPOL S.A.,2023-02-13,2023-02-13,Buyer
deleted_Anupam Colours Pvt Ltd,2023-02-13,2023-02-13,Buyer
deleted_Brenntag,2023-02-13,2023-02-13,Buyer
deleted_Elementis Global,2023-02-13,2023-02-13,Buyer
deleted_EOC,2023-02-13,2023-02-13,Buyer
deleted_Genba Group,2023-02-13,2023-02-13,Buyer
deleted_INTERYCON INSULAR SLU,2023-02-13,2023-02-13,Buyer
deleted_PMS International S.L.,2023-02-13,2023-02-13,Buyer
***,,2023-02-13,Buyer
2 N S,,2023-02-13,Buyer
Aalen University,,2023-02-13,Buyer
AB MILLER TRADERS,,2023-02-13,Buyer
ACE INNOVATIVE ENGINEERING PVT LTD,,2023-02-13,Buyer
Across Logistics,,2023-02-13,Buyer
ADAMA India Private Limited,,2023-02-13,Buyer
ADICONST INSTAL SRL,,2023-02-13,Buyer
aditivar,,2023-02-13,Buyer
Aemulatio,,2023-02-13,Buyer
Air Clean Química,,2023-02-13,Buyer
A J Ludlow Ltd,,2023-02-13,Buyer
Alfa Laval Mid Europe GmbH,,2023-02-13,Buyer
AL FATTAH POLYMER PVT LTD,,2023-02-13,Buyer
Alma,,2023-02-13,Buyer
ANSES Plouzané,,2023-02-13,Buyer
Apalasol Srl,,2023-02-13,Buyer
APEROL,,2023-02-13,Buyer
Arda Global Group,,2023-02-13,Buyer
Aren,,2023-02-13,Buyer
ARNA INTERNATIONAL PTE LTD,,2023-02-13,Buyer
Arpc,,2023-02-13,Buyer
Arun Dental clinic,,2023-02-13,Buyer
Ascutec Sales GmbH & Co. KG,,2023-02-13,Buyer
ASHTABİ,,2023-02-13,Buyer
Asoseptis,,2023-02-13,Buyer
Associated Waste Services,,2023-02-13,Buyer
ATAMAN AG,,2023-02-13,Buyer
Awah Solutions,,2023-02-13,Buyer
Ayana Stories,,2023-02-13,Buyer
AZ Italia,,2023-02-13,Buyer
B And B Chemical,,2023-02-13,Buyer
Bapkim Kimya Ltd Co,,2023-02-13,Buyer
